timestamp,ip,playerCount,data,hora,minuto,dia_da_semana,final_de_semana,var_jogadores,pct_var_jogadores,media_movel_10,media_movel_30,desvio_movel_30,total_jogadores,proporcao_rede,flag_pico,queda_abrupta,recuperacao,periodo_dia,intervalo_segundos,server_id,servidor_hora
2021-08-01 00:24:55.487,play.timolia.de,,2021-08-01,0,24,Sunday,1,,0.0,56.25,56.07692307692308,1.2303845552697743,97449.0,,0,0,0,Madrugada,3.001,5,play.timolia.de_0
2021-08-01 00:24:58.488,play.wynncraft.com,,2021-08-01,0,24,Sunday,1,,0.0,1364.375,1365.1923076923076,2.6384727517234023,96126.0,,0,0,0,Madrugada,3.001,6,play.wynncraft.com_0
2021-08-01 00:25:43.499,play.timolia.de,,2021-08-01,0,25,Sunday,1,,0.0,58.888888888888886,57.48148148148148,1.2206672314880558,97332.0,,0,0,0,Madrugada,3.002,5,play.timolia.de_0
2021-08-01 00:25:46.499,play.wynncraft.com,,2021-08-01,0,25,Sunday,1,,0.0,1358.6666666666667,1360.6666666666667,3.362691229911699,95982.0,,0,0,0,Madrugada,3.0,6,play.wynncraft.com_0
2021-08-01 00:25:46.499,play.timolia.de,,2021-08-01,0,25,Sunday,1,,0.0,59.125,57.46153846153846,1.2403473458921783,95982.0,,0,0,0,Madrugada,3.0,5,play.timolia.de_0
2021-08-01 00:26:25.511,play.wynncraft.com,,2021-08-01,0,26,Sunday,1,,0.0,1368.3333333333333,1362.6666666666667,5.181327421249381,96069.0,,0,0,0,Madrugada,3.001,6,play.wynncraft.com_0
2021-08-01 00:26:34.514,play.timolia.de,,2021-08-01,0,26,Sunday,1,,0.0,61.44444444444444,59.96296296296296,1.6520728583646065,97368.0,,0,0,0,Madrugada,3.003,5,play.timolia.de_0
2021-08-01 00:26:37.513,play.timolia.de,,2021-08-01,0,26,Sunday,1,,0.0,61.625,60.07692307692308,1.572846513124036,97377.0,,0,0,0,Madrugada,2.999,5,play.timolia.de_0
2021-08-01 00:27:04.524,play.wynncraft.com,,2021-08-01,0,27,Sunday,1,,0.0,1365.888888888889,1366.7037037037037,2.686358914324136,96071.0,,0,0,0,Madrugada,3.001,6,play.wynncraft.com_0
2021-08-01 00:27:07.525,play.wynncraft.com,,2021-08-01,0,27,Sunday,1,,0.0,1365.625,1366.923076923077,2.480694691793613,96045.0,,0,0,0,Madrugada,3.001,6,play.wynncraft.com_0
2021-08-01 00:27:25.529,play.wynncraft.com,,2021-08-01,0,27,Sunday,1,,0.0,1363.857142857143,1366.7692307692307,2.320477404471301,95964.0,,0,0,0,Madrugada,3.0,6,play.wynncraft.com_0
2021-08-01 00:27:25.529,play.timolia.de,,2021-08-01,0,27,Sunday,1,,0.0,60.66666666666666,61.03703703703704,0.587136563952238,95964.0,,0,0,0,Madrugada,3.0,5,play.timolia.de_0
2021-08-01 00:27:28.530,play.timolia.de,,2021-08-01,0,27,Sunday,1,,0.0,60.625,61.03846153846154,0.5987165760707198,97323.0,,0,0,0,Madrugada,3.001,5,play.timolia.de_0
